title,year,mileage,transmission,fuel,body_color,inside_color,body_status,description,body_type,volume,engine,acceleration,price
63,1402,6000.0,0,7.8,9,28,1,3403,3,1.7,4.0,10,855000000
160,1396,97000.0,1,6.4,19,7,1,3553,2,1.4,4.0,14,413000000
22,2015,98000.0,0,6.5,36,25,1,7931,3,2.0,4.0,6,7600000000
63,1400,31000.0,0,7.8,19,28,1,952,3,1.7,4.0,10,820000000
107,2016,85000.0,0,7.9,29,28,1,7805,1,2.0,4.0,7,8500000000
75,1396,87000.0,0,8.0,19,32,7,6813,2,1.6,4.0,11,950000000
79,2016,130000.0,0,5.9,23,28,1,10043,1,1.2,4.0,10,1550000000
42,2015,69000.0,0,8.1,19,28,6,3638,1,2.5,4.0,9,4500000000
53,1400,37000.0,1,6.9,19,7,1,6324,2,1.5,4.0,13,350000000
2,2016,24000.0,0,6.0,19,28,1,1672,2,1.4,4.0,7,2200000000
63,1400,44000.0,0,7.8,9,7,14,6404,3,1.7,4.0,10,800000000
178,1401,23000.0,1,7.0,19,28,1,9194,2,1.5,4.0,13,360000000
165,1400,28500.0,1,9.1,19,21,1,8727,3,1.8,4.0,11,550000000
162,1397,132000.0,0,7.1,19,7,1,11599,2,1.6,4.0,12,640000000
9,1388,135000.0,1,3.7,9,35,1,10169,2,0.8,3.0,18,140000000
29,1398,200000.0,0,6.7,17,28,1,7198,3,1.6,4.0,12,950000000
126,1390,144000.0,0,10.7,24,35,1,5117,3,3.0,6.0,9,2220000000
69,1400,52000.0,1,6.9,19,28,1,7408,3,1.6,4.0,12,510000000
144,2017,114000.0,0,8.5,19,28,1,11629,1,2.4,4.0,11,4400000000
50,2016,78000.0,0,5.9,29,28,1,11742,3,2.5,4.0,7,4550000000
165,1400,107000.0,1,7.5,19,28,12,213,3,1.6,4.0,13,530000000
30,1396,249500.0,0,8.6,29,28,10,10723,3,1.8,4.0,10,750000000
123,1390,180000.0,0,9.4,19,35,6,153,3,2.5,6.0,9,1750000000
132,1395,97000.0,0,8.8,19,25,1,2174,1,2.0,4.0,13,1010000000
141,2013,160000.0,0,9.6,9,29,4,2528,1,2.4,4.0,10,1890000000
126,1390,220000.0,0,10.7,19,35,1,8294,3,3.0,6.0,9,1850000000
32,2014,140000.0,0,6.2,29,17,1,3080,3,2.0,4.0,8,6050000000
34,1402,35000.0,0,7.3,8,28,1,583,3,1.6,4.0,13,860000000
72,1395,154000.0,1,6.9,19,7,4,7061,3,1.6,4.0,10,500000000
72,1395,103000.0,0,8.3,19,28,7,10639,3,1.6,4.0,11,625000000
111,1397,64000.0,0,8.7,29,28,1,11527,3,2.4,4.0,10,1100000000
52,1399,77000.0,1,6.9,19,7,1,9584,3,1.5,4.0,13,320000000
80,1402,1000.0,0,7.5,29,28,1,11290,3,1.5,4.0,10,1280000000
63,1400,90000.0,0,7.8,9,28,1,3059,3,1.7,4.0,10,820000000
78,2017,19000.0,0,8.3,19,28,1,332,1,2.5,4.0,9,4050000000
26,1396,109000.0,1,6.4,29,28,5,2392,2,1.5,4.0,13,480000000
162,1401,27000.0,1,6.6,19,28,1,795,2,1.6,4.0,11,644000000
89,1395,123000.0,1,7.5,19,28,1,1414,3,1.7,4.0,12,460000000
26,1395,140000.0,1,6.4,19,35,1,9799,2,1.5,4.0,13,538000000
175,1401,61000.0,1,8.8,19,7,6,1826,4,2.0,4.0,14,605000000
186,1396,122000.0,0,7.9,18,28,1,1005,3,2.0,4.0,10,1400000000
185,2008,190000.0,0,7.8,33,32,14,3179,3,2.0,4.0,10,795000000
144,2016,60000.0,0,8.5,19,28,1,4134,1,2.4,4.0,11,3500000000
145,2014,112000.0,0,8.1,19,28,1,10297,3,2.4,4.0,10,2495000000
85,1397,116000.0,1,7.0,34,28,1,11550,3,1.5,4.0,12,310000000
12,1394,145000.0,1,6.3,19,28,2,5031,2,1.5,4.0,11,370000000
49,2014,120000.0,0,7.8,29,35,1,10967,3,2.5,4.0,9,3500000000
162,1400,42000.0,1,6.6,29,28,12,7483,2,1.6,4.0,11,600000000
167,1390,300000.0,1,9.0,19,28,7,930,4,1.7,4.0,12,200000000
55,1399,70000.0,0,7.7,29,28,13,11582,1,2.0,4.0,11,1145000000
141,2014,110000.0,0,9.6,19,26,1,1589,1,2.4,4.0,10,2000000000
83,1395,149000.0,0,7.2,19,7,1,3875,3,1.6,4.0,11,580000000
165,1397,138000.0,1,7.5,19,7,1,6004,3,1.6,4.0,13,600000000
43,2011,60000.0,0,13.4,29,28,1,10993,5,4.0,6.0,11,14500000000
144,2008,215000.0,0,10.4,19,7,7,992,1,2.7,6.0,11,1660000000
164,1398,85000.0,1,7.5,19,4,1,4875,3,1.6,4.0,13,530000000
181,2012,160000.0,0,9.6,33,28,1,8276,1,2.4,4.0,10,2000000000
162,1402,410000.0,0,7.4,29,28,1,2317,2,1.6,4.0,12,780000000
55,1399,40000.0,0,7.7,19,28,11,11355,1,2.0,4.0,11,1200000000
58,1398,86000.0,0,6.0,29,25,1,9713,3,1.5,4.0,13,648000000
62,1395,73000.0,1,7.7,29,28,1,10556,3,1.7,4.0,13,525000000
136,2010,210000.0,0,10.0,29,28,7,7478,3,3.3,6.0,8,1430000000
125,1383,210000.0,1,13.0,18,33,1,10720,5,2.4,4.0,15,1500000000
165,1399,77000.0,1,9.1,19,35,1,6708,3,1.8,4.0,11,480000000
20,2015,65000.0,0,7.4,19,29,1,8029,1,2.0,4.0,6,9000000000
53,1397,120000.0,1,6.9,2,21,1,5730,2,1.5,4.0,13,310000000
164,1385,260000.0,1,9.0,34,28,5,8920,3,1.8,4.0,11,205000000
178,1402,7000.0,1,7.0,33,28,1,3756,2,1.5,4.0,13,400000000
59,2014,107000.0,0,7.7,30,7,14,1135,3,1.8,4.0,12,650000000
54,1397,83000.0,0,7.6,19,28,1,3237,1,1.6,4.0,10,840000000
159,1397,80000.0,0,6.7,19,28,1,8653,1,1.6,4.0,8,1830000000
107,2016,107000.0,0,7.9,20,24,4,6636,1,2.0,4.0,7,6380000000
160,1384,358000.0,1,6.4,33,28,5,6143,2,1.4,4.0,14,215000000
71,2017,52000.0,0,6.2,33,28,1,570,3,1.6,4.0,7,3200000000
63,1401,51000.0,0,7.8,29,28,1,506,3,1.7,4.0,10,820000000
188,2017,130000.0,0,8.8,19,26,10,2559,1,2.4,4.0,11,4250000000
72,1391,290000.0,1,6.9,19,7,1,691,3,1.6,4.0,10,445000000
7,2014,198000.0,0,7.7,19,28,4,3831,3,1.8,4.0,9,980000000
160,1388,255000.0,1,6.4,19,28,5,1208,2,1.4,4.0,14,270000000
9,1390,138000.0,1,3.7,34,35,13,5280,2,0.8,3.0,18,145000000
176,1400,85000.0,1,8.1,19,28,14,926,4,2.0,4.0,14,685000000
53,1401,750.0,1,6.9,19,28,1,441,2,1.5,4.0,13,408000000
180,1402,40000.0,1,7.1,19,28,1,9113,2,1.5,4.0,13,370000000
70,1402,36000.0,1,6.8,19,28,1,1611,3,1.6,4.0,12,530000000
115,1387,250000.0,0,8.2,33,28,7,10268,3,2.0,4.0,10,850000000
57,1393,370000.0,0,7.6,29,28,11,6115,3,1.8,4.0,10,450000000
162,1399,30000.0,1,6.6,19,28,1,6785,2,1.6,4.0,11,680000000
28,1397,112000.0,0,6.5,0,28,7,1218,1,1.65,4.0,12,600000000
162,1397,25000.0,0,7.1,29,21,1,11147,2,1.6,4.0,12,740000000
105,1401,5000.0,0,8.1,19,25,1,11400,1,1.5,4.0,11,1850000000
155,1401,2200.0,1,6.6,19,7,1,8827,4,1.3,4.0,13,310000000
82,1383,500000.0,1,13.8,0,0,5,6523,4,2.4,4.0,21,285000000
58,1396,130000.0,0,6.1,25,28,1,3176,3,1.5,4.0,13,585000000
89,1396,115000.0,1,7.5,19,28,6,4414,3,1.7,4.0,12,420000000
61,1397,99500.0,0,7.7,29,28,1,6417,2,1.6,4.0,12,640000000
12,1391,190000.0,1,6.3,19,35,1,10655,2,1.5,4.0,11,345000000
18,2017,80000.0,0,6.6,19,29,1,7740,1,2.0,4.0,6,4950000000
63,1400,89000.0,1,7.9,9,28,1,4330,3,1.7,4.0,13,683000000
116,1397,75000.0,0,7.6,19,28,1,385,3,2.0,4.0,9,2140000000
69,1402,11000.0,1,6.9,19,28,1,4799,3,1.6,4.0,12,570000000
164,1385,510000.0,1,9.0,33,28,14,5783,3,1.8,4.0,11,200000000
63,1401,20000.0,0,7.8,19,28,1,1907,3,1.7,4.0,10,830000000
161,1396,109000.0,1,6.6,19,28,7,7292,3,1.6,4.0,11,390000000
1,1396,213000.0,1,9.2,19,28,14,1192,4,1.7,4.0,12,260000000
160,1384,360000.0,1,6.4,7,28,5,7186,2,1.4,4.0,14,230000000
165,1392,192000.0,1,9.1,19,35,1,2608,3,1.8,4.0,11,395000000
162,1396,80000.0,1,6.6,19,7,1,7380,2,1.6,4.0,11,600000000
160,1396,142000.0,1,6.4,19,7,1,11496,2,1.6,4.0,11,470000000
160,1397,120000.0,1,6.4,19,21,1,6344,2,1.6,4.0,11,485000000
53,1398,32000.0,1,6.9,34,28,1,9502,2,1.5,4.0,13,324000000
22,2014,72000.0,0,6.5,19,26,1,7725,3,2.0,4.0,6,7050000000
72,1395,156000.0,1,6.9,19,7,1,9709,3,1.6,4.0,10,700000000
89,1401,9000.0,1,7.3,19,28,1,8103,3,1.7,4.0,12,680000000
61,1396,135000.0,0,7.7,19,28,4,3846,2,1.6,4.0,12,530000000
165,1394,140000.0,1,9.1,19,25,5,7182,3,1.8,4.0,11,350000000
161,1395,137000.0,1,6.6,19,28,7,8913,3,1.6,4.0,11,413000000
168,1396,87000.0,0,7.2,19,28,14,11050,1,1.6,4.0,15,850000000
109,2017,7500.0,0,8.1,8,25,1,8309,5,2.0,4.0,9,14000000000
70,1401,34000.0,1,6.8,19,28,1,8449,3,1.6,4.0,12,570000000
138,2014,148000.0,0,7.1,19,28,14,7947,3,1.8,4.0,10,1770000000
75,1397,46000.0,0,8.0,33,32,1,605,2,1.6,4.0,11,1000000000
161,1397,87000.0,1,6.6,19,28,1,603,3,1.6,4.0,11,530000000
188,2017,70000.0,0,8.8,19,26,1,4095,1,2.4,4.0,11,4950000000
160,1396,33000.0,1,6.4,19,28,1,3069,2,1.4,4.0,14,460000000
62,1393,165000.0,1,7.7,19,28,14,5515,3,1.7,4.0,13,495000000
27,1397,57000.0,0,6.5,19,28,14,6798,3,1.65,4.0,13,754100000
165,1398,75000.0,1,9.1,19,25,4,2454,3,1.8,4.0,11,465000000
29,1396,193000.0,0,6.7,19,28,14,8354,3,1.6,4.0,12,750000000
20,2016,93000.0,0,7.4,19,25,1,7606,1,2.0,4.0,6,9100000000
164,1397,80000.0,1,9.0,34,25,14,9237,3,1.8,4.0,11,385000000
165,1400,78000.0,1,9.1,19,28,1,4148,3,1.8,4.0,11,530000000
160,1398,135000.0,1,6.4,19,7,7,7095,2,1.4,4.0,14,370000000
22,2017,10000.0,0,5.9,19,25,1,7865,3,2.0,4.0,6,12800000000
63,1401,52000.0,0,7.8,9,28,1,4632,3,1.7,4.0,10,800000000
89,1402,26170.0,1,7.5,13,28,1,3645,3,1.7,4.0,12,675000000
170,1399,54000.0,0,6.9,29,28,1,2703,3,1.5,4.0,9,900000000
162,1399,70000.0,1,6.6,19,28,1,1019,2,1.6,4.0,11,620000000
160,1396,127000.0,1,6.4,19,7,1,8593,2,1.4,4.0,14,408000000
22,2016,70000.0,0,6.5,19,26,12,1514,3,2.0,4.0,6,9400000000
186,1397,72000.0,0,7.9,19,28,1,241,3,2.0,4.0,10,1670000000
87,1393,150000.0,1,8.3,29,4,1,10561,3,1.8,4.0,13,300000000
178,1401,28000.0,1,7.0,2,28,1,5678,2,1.5,4.0,13,360000000
192,1394,120000.0,1,6.8,29,28,14,4434,3,1.5,4.0,11,450000000
144,2015,171000.0,0,9.4,29,28,1,1525,1,2.4,4.0,11,2900000000
72,1387,260000.0,1,6.9,23,7,7,6943,3,1.6,4.0,10,317000000
40,2011,200000.0,0,9.9,20,35,1,7812,3,3.5,6.0,7,3200000000
63,1397,74000.0,1,7.9,19,28,1,996,3,1.7,4.0,13,680000000
161,1390,243000.0,1,7.4,19,28,10,3737,3,1.6,4.0,12,320000000
74,1395,93000.0,1,6.7,19,28,1,3944,2,1.6,4.0,10,710000000
87,1396,160000.0,1,7.5,19,25,12,5849,3,1.7,4.0,12,345000000
127,1375,300000.0,1,14.0,29,16,5,10314,5,2.4,4.0,16,420000000
75,1396,92000.0,0,8.0,29,7,14,5505,2,1.6,4.0,11,870000000
83,1397,133000.0,0,7.2,19,28,1,5322,3,1.6,4.0,11,650000000
161,1395,220000.0,1,6.6,19,17,1,2701,3,1.6,4.0,11,445000000
63,1400,38000.0,0,7.8,29,28,1,3251,3,1.7,4.0,10,758000000
160,1401,4300.0,1,6.4,19,28,1,1569,2,1.4,4.0,14,610000000
145,2012,150000.0,0,8.1,29,28,14,1352,3,2.4,4.0,10,2350000000
85,1399,42000.0,1,7.0,19,28,1,726,3,1.5,4.0,12,360000000
64,1377,400000.0,1,6.3,14,21,14,10389,3,1.5,4.0,12,260000000
160,1399,70000.0,1,6.4,19,28,1,2577,2,1.4,4.0,14,509000000
160,1397,51000.0,1,6.4,11,28,1,4719,2,1.4,4.0,14,457000000
29,1397,107000.0,0,6.7,17,28,14,8903,3,1.6,4.0,12,730000000
145,2014,150000.0,0,8.1,19,28,14,127,3,2.4,4.0,10,2770000000
162,1402,5600.0,1,6.6,29,28,11,11494,2,1.6,4.0,11,650000000
174,1400,36500.0,0,6.7,29,28,1,10818,1,1.5,4.0,10,1430000000
125,1384,310000.0,1,13.0,34,21,7,7369,5,2.4,4.0,15,1080000000
113,1395,145000.0,1,8.2,19,28,1,1481,1,1.8,4.0,13,650000000
55,1394,114000.0,1,7.7,19,28,1,7087,1,2.0,4.0,10,920000000
64,1377,290000.0,1,6.3,1,21,6,1915,3,1.5,4.0,12,175000000
15,1400,40000.0,1,5.9,19,28,1,736,1,1.5,4.0,12,740000000
77,1398,29000.0,1,6.8,19,28,14,9496,3,1.6,4.0,10,750000000
72,1395,320000.0,0,8.3,19,7,4,4010,3,1.6,4.0,11,650000000
162,1400,64000.0,1,6.6,19,28,1,8286,2,1.6,4.0,11,650000000
132,1397,81000.0,0,9.7,19,28,1,8176,1,1.8,4.0,10,1150000000
116,1391,155000.0,0,7.6,0,28,7,7121,3,2.0,4.0,9,1300000000
9,1390,300000.0,0,3.7,19,28,1,4404,2,1.1,4.0,15,250000000
162,1400,45000.0,1,6.6,19,7,1,9955,2,1.6,4.0,11,655000000
141,2017,90000.0,0,8.3,29,28,1,7567,1,2.0,4.0,11,3580000000
186,1397,77000.0,0,7.9,1,28,14,9297,3,2.0,4.0,10,1550000000
178,1401,49000.0,1,7.0,19,21,1,742,2,1.5,4.0,13,363000000
63,1399,52200.0,0,7.8,9,7,1,8751,3,1.7,4.0,10,780000000
61,1396,153000.0,0,7.7,31,7,1,4484,2,1.6,4.0,12,595000000
170,1400,80500.0,0,6.9,19,28,6,10422,3,1.5,4.0,10,1070000000
12,1394,210000.0,1,6.3,19,28,7,9233,2,1.5,4.0,11,380000000
126,1383,480000.0,0,10.7,33,7,5,11699,3,3.0,6.0,9,850000000
63,1403,7000.0,0,7.8,29,28,1,10004,3,1.7,4.0,10,895000000
162,1402,17000.0,1,6.6,19,28,1,8969,2,1.6,4.0,11,613000000
160,1389,300000.0,1,6.4,19,28,5,8264,2,1.4,4.0,14,285000000
63,1402,25000.0,0,8.1,29,28,1,6680,3,1.7,4.0,10,845000000
182,2015,120000.0,0,8.1,17,28,1,7940,3,2.4,4.0,10,2700000000
75,1397,100000.0,1,6.7,29,28,1,1924,2,1.6,4.0,10,785000000
63,1398,65000.0,1,7.9,19,28,1,9432,3,1.7,4.0,13,690000000
71,2018,82000.0,0,6.2,19,28,11,7672,3,1.6,4.0,7,3450000000
10,1395,75000.0,1,4.2,0,7,2,6419,2,1.0,3.0,18,270000000
161,1389,309000.0,1,7.4,33,28,7,5263,3,1.6,4.0,12,340000000
63,1400,90000.0,0,7.8,29,28,1,10566,3,1.7,4.0,10,770000000
34,1402,1900.0,0,7.3,9,28,1,883,3,1.6,4.0,13,845000000
72,1397,140000.0,1,6.9,19,7,11,3996,3,1.6,4.0,10,574000000
23,2017,18000.0,0,6.2,19,28,1,9959,3,2.0,4.0,6,14000000000
182,2017,110000.0,0,8.1,29,26,1,6485,3,2.4,4.0,9,3850000000
186,1398,68000.0,0,7.9,19,28,1,827,3,2.0,4.0,10,1850000000
53,1400,6500.0,1,6.9,19,7,4,6525,2,1.5,4.0,13,360000000
55,1397,86000.0,0,7.7,29,28,1,7477,1,2.0,4.0,11,1200000000
22,2018,50000.0,0,5.9,18,29,1,10516,3,2.0,4.0,6,11800000000
54,1398,30000.0,0,7.6,29,28,1,8747,1,1.6,4.0,10,925000000
160,1393,25300.0,1,6.4,19,28,1,7472,2,1.6,4.0,11,450000000
14,1396,160000.0,0,6.5,19,35,1,8245,3,2.0,4.0,11,630000000
84,2016,130000.0,0,7.2,29,28,1,8009,1,1.6,4.0,12,1600000000
65,1401,15000.0,0,7.3,29,28,1,5598,1,1.5,4.0,13,1690000000
85,1400,9000.0,1,7.0,19,28,1,6107,3,1.5,4.0,12,380000000
160,1396,77000.0,1,6.4,29,28,1,2259,2,1.4,4.0,14,420000000
161,1389,133000.0,0,7.3,19,28,1,3530,3,1.6,4.0,12,425000000
72,1395,103000.0,1,6.9,19,28,1,7410,3,1.6,4.0,10,660000000
55,1396,73000.0,0,7.7,19,28,14,4876,1,2.0,4.0,11,1150000000
103,1401,30000.0,0,7.0,34,26,1,3232,1,1.6,4.0,8,2200000000
165,1396,147000.0,1,7.5,19,35,1,3326,3,1.6,4.0,13,560000000
186,1397,76000.0,0,7.9,19,28,1,2646,3,2.0,4.0,10,1335000000
178,1400,30000.0,1,7.0,19,28,1,9599,2,1.5,4.0,13,360000000
78,2017,70000.0,0,8.3,19,28,1,5731,1,2.5,4.0,9,3950000000
29,1397,122000.0,0,6.7,11,7,1,8441,3,1.6,4.0,12,780000000
132,1402,14000.0,0,8.6,19,28,1,203,1,1.8,4.0,10,1635000000
17,1397,57000.0,0,8.5,25,28,1,661,1,2.0,4.0,13,870000000
93,1400,75000.0,1,7.2,19,28,1,283,3,1.5,4.0,13,570000000
55,1394,145000.0,1,7.7,19,28,14,5905,1,2.0,4.0,10,880000000
165,1398,108000.0,1,9.1,19,28,1,6032,3,1.8,4.0,11,495000000
165,1401,41000.0,1,7.5,19,7,1,11718,3,1.6,4.0,13,685000000
155,1393,224000.0,1,6.6,19,28,11,2247,4,1.3,4.0,13,210000000
87,1399,88000.0,1,8.3,19,28,9,2063,3,1.8,4.0,13,400000000
25,1396,103000.0,0,6.8,19,28,1,11131,3,1.5,4.0,14,595000000
3,1400,25000.0,1,10.7,26,28,11,1308,4,2.4,4.0,15,1400000000
63,1399,60000.0,1,7.9,19,35,1,2852,3,1.7,4.0,13,670000000
160,1390,164000.0,1,6.4,19,28,14,7467,2,1.4,4.0,14,328000000
22,2014,165000.0,0,6.5,19,25,1,4126,3,2.0,4.0,6,6450000000
164,1385,300000.0,1,9.0,29,28,5,9258,3,1.8,4.0,11,200000000
52,1391,146000.0,1,6.9,19,21,12,11367,3,1.5,4.0,13,235000000
162,1390,124500.0,0,7.1,19,28,4,3143,2,1.6,4.0,11,530000000
62,1397,86000.0,1,7.7,19,25,1,11130,3,1.7,4.0,13,595000000
170,1402,6000.0,0,6.9,19,28,1,1263,3,1.5,4.0,10,1200000000
63,1401,22000.0,0,7.8,19,28,1,6479,3,1.7,4.0,10,795000000
162,1398,106000.0,1,6.6,19,28,1,2648,2,1.6,4.0,11,595000000
49,2007,288000.0,0,8.2,29,35,7,10298,3,2.4,4.0,10,1280000000
178,1401,6000.0,1,7.0,19,7,1,592,2,1.5,4.0,13,366000000
160,1389,188000.0,1,6.4,34,28,4,3916,2,1.4,4.0,14,305000000
63,1401,33400.0,0,7.8,19,28,1,11578,3,1.7,4.0,10,845000000
164,1387,234000.0,1,9.0,32,28,10,8285,3,1.8,4.0,11,215000000
132,1396,130000.0,0,9.7,19,28,4,9904,1,1.8,4.0,10,1075000000
159,1398,65000.0,0,6.7,9,28,1,3175,1,1.6,4.0,8,1940000000
181,2016,75000.0,0,9.6,19,28,1,7533,1,2.4,4.0,10,3150000000
87,1394,70000.0,1,7.5,19,35,1,9667,3,1.7,4.0,12,415000000
72,1396,129000.0,1,6.9,19,28,1,4076,3,1.6,4.0,10,600000000
162,1397,125000.0,1,6.6,29,28,2,477,2,1.6,4.0,11,460000000
179,1401,39000.0,1,7.0,19,28,1,5845,2,1.5,4.0,13,358000000
160,1396,125000.0,1,6.4,19,28,6,1767,2,1.4,4.0,14,405000000
92,1385,120000.0,1,7.0,34,28,4,9524,3,2.0,4.0,9,440000000
161,1387,264000.0,1,6.6,9,7,12,11018,3,1.6,4.0,11,348000000
104,1402,22000.0,0,7.9,29,28,1,11741,5,2.0,4.0,8,2750000000
52,1394,215000.0,1,6.9,0,7,7,9337,3,1.5,4.0,13,250000000
115,1389,188000.0,0,8.2,19,28,7,5639,3,2.0,4.0,10,915000000
33,1397,77200.0,0,9.8,19,26,1,7166,1,2.4,4.0,13,1200000000
161,1390,168000.0,1,6.4,19,28,6,4572,3,1.4,4.0,14,355000000
160,1395,250000.0,1,6.4,19,28,4,5750,2,1.4,4.0,14,320000000
160,1390,210000.0,1,6.4,19,28,1,1958,2,1.4,4.0,14,310000000
29,1397,160000.0,0,6.7,19,28,1,7011,3,1.6,4.0,12,767000000
116,1396,80000.0,0,7.6,19,28,1,2403,3,2.0,4.0,9,1950000000
162,1399,43000.0,1,6.6,19,28,1,2834,2,1.6,4.0,11,625000000
186,1396,115000.0,0,7.9,19,28,1,3839,3,2.0,4.0,10,1570000000
161,1399,28900.0,1,6.6,19,7,9,3513,3,1.6,4.0,11,590000000
39,2018,20000.0,0,3.9,20,28,1,2469,1,1.8,4.0,11,5700000000
185,2016,24000.0,0,7.4,20,28,7,5887,3,2.0,4.0,10,2100000000
160,1383,188800.0,0,7.1,34,28,7,7206,2,1.6,4.0,13,360000000
63,1402,15800.0,0,8.1,33,28,1,3334,3,1.7,4.0,10,875000000
54,1399,31000.0,0,7.6,19,17,1,11161,1,1.6,4.0,10,965000000
186,1394,70000.0,0,7.9,29,28,1,10562,3,2.0,4.0,10,1250000000
92,1386,236000.0,1,7.0,19,28,12,10033,3,2.0,4.0,9,420000000
57,1394,83000.0,0,7.6,19,28,1,2711,3,1.8,4.0,10,670000000
77,1396,64000.0,1,6.8,19,7,1,4789,3,1.6,4.0,10,620000000
20,2017,60000.0,0,7.4,29,29,1,11640,1,2.0,4.0,6,10600000000
144,2016,170000.0,0,8.5,19,28,1,4061,1,2.4,4.0,11,3070000000
162,1402,30000.0,1,6.6,29,28,1,3336,2,1.6,4.0,11,655000000
15,1396,80000.0,0,6.1,34,28,1,10424,1,1.5,4.0,12,720000000
155,1402,7000.0,1,6.6,19,7,1,10885,4,1.3,4.0,13,325000000
75,1396,98000.0,0,8.0,0,21,1,4077,2,1.6,4.0,11,895000000
137,1390,99000.0,0,8.5,19,21,6,10083,3,2.0,4.0,10,1180000000
103,1400,23000.0,0,7.0,19,26,6,1467,1,1.6,4.0,8,1900000000
160,1398,43300.0,1,6.4,19,28,1,11171,2,1.4,4.0,14,465000000
160,1400,54000.0,1,6.4,19,28,1,466,2,1.4,4.0,14,495000000
61,1396,97000.0,0,7.7,28,28,1,11510,2,1.6,4.0,12,590000000
83,1397,165000.0,0,7.2,29,28,7,245,3,1.6,4.0,11,700000000
173,1396,170000.0,0,9.0,19,28,1,8901,1,2.0,4.0,12,970000000
89,1395,130000.0,1,7.5,19,28,8,8256,3,1.7,4.0,12,350000000
165,1401,39000.0,1,7.0,19,35,1,8517,3,1.8,4.0,12,620000000
164,1398,80000.0,1,9.0,11,35,1,9613,3,1.8,4.0,11,450000000
87,1390,130000.0,1,8.3,18,35,4,11166,3,1.8,4.0,13,280000000
102,1402,1300.0,0,6.9,19,28,1,1797,3,1.5,4.0,10,1565000000
188,2017,130.0,0,8.8,29,1,1,9961,1,2.4,4.0,11,4950000000
123,1391,186000.0,0,9.4,19,35,1,7290,3,2.5,6.0,9,2230000000
151,1396,23000.0,1,6.4,29,28,6,5776,2,1.3,4.0,13,298000000
152,1393,250000.0,1,6.4,19,7,1,10313,3,1.3,4.0,13,240000000
150,2016,24000.0,0,7.7,7,4,1,7559,1,2.0,4.0,6,11150000000
150,2017,63000.0,0,7.7,29,35,1,6743,1,2.0,4.0,6,10450000000
43,2011,130000.0,0,13.4,29,28,1,8554,5,4.0,6.0,11,13800000000
115,1387,220000.0,0,8.2,33,32,5,8650,3,2.0,4.0,10,925000000
165,1395,58000.0,1,9.1,19,35,1,9266,3,1.8,4.0,11,485000000
165,1400,60000.0,1,9.1,34,7,1,6868,3,1.8,4.0,11,550000000
63,1400,25000.0,0,7.8,29,28,3,7188,3,1.7,4.0,10,735000000
179,1402,22000.0,1,7.0,19,28,1,1199,2,1.5,4.0,13,399000000
76,1390,40000.0,0,7.8,29,35,1,4917,3,2.0,4.0,9,1150000000
20,2016,44000.0,0,7.4,19,29,1,7914,1,2.0,4.0,6,9850000000
162,1401,59000.0,1,6.6,29,28,1,665,2,1.6,4.0,11,670000000
46,2007,140000.0,0,12.4,29,28,14,2410,5,2.7,4.0,13,3850000000
182,2014,152000.0,0,8.1,19,28,4,8461,3,2.4,4.0,10,2250000000
188,2012,150000.0,0,10.3,19,35,1,10971,1,3.5,6.0,8,2980000000
15,1400,50000.0,0,6.1,34,28,1,4671,1,1.5,4.0,12,815000000
163,1397,79000.0,0,7.3,19,7,1,190,3,1.6,4.0,12,635000000
92,1384,235000.0,1,7.0,18,28,1,11233,3,2.0,4.0,9,400000000
9,1390,97000.0,0,3.7,18,35,4,10257,2,1.1,4.0,15,187000000
160,1382,400000.0,1,6.4,7,28,5,1099,2,1.4,4.0,14,200000000
173,1398,73500.0,0,9.0,19,30,1,10484,1,2.0,4.0,12,1100000000
161,1394,127000.0,1,6.6,19,28,14,5999,3,1.6,4.0,11,450000000
136,2007,200000.0,0,10.0,29,35,7,3872,3,3.3,6.0,8,1350000000
160,1400,59000.0,1,6.4,19,28,1,2656,2,1.4,4.0,14,499000000
165,1384,310000.0,1,9.1,33,9,7,6122,3,1.8,4.0,11,298000000
12,1398,62000.0,1,6.3,29,28,14,8620,2,1.5,4.0,11,480000000
15,1396,142000.0,0,6.1,19,30,1,9596,1,1.5,4.0,12,640000000
165,1399,44000.0,1,9.1,19,35,1,6194,3,1.8,4.0,11,520000000
105,1402,33000.0,0,8.1,29,17,1,9665,1,1.5,4.0,11,1750000000
87,1398,140000.0,1,8.3,19,4,1,6100,3,1.8,4.0,13,400000000
15,1397,100000.0,0,6.1,19,28,1,1922,1,1.5,4.0,12,725000000
162,1396,120000.0,1,6.6,34,28,4,1068,2,1.6,4.0,11,530000000
20,2017,29000.0,0,7.4,19,29,1,7916,1,2.0,4.0,6,10700000000
140,1397,65000.0,0,6.4,29,28,1,9757,3,1.6,4.0,11,1600000000
62,1395,99000.0,1,7.7,9,28,1,2578,3,1.7,4.0,13,540000000
62,1398,51000.0,1,7.7,34,33,1,2039,3,1.7,4.0,13,635000000
165,1401,50000.0,1,9.1,19,35,1,1887,3,1.8,4.0,11,570000000
168,1397,96000.0,0,7.2,19,7,1,3504,1,1.6,4.0,15,830000000
31,2011,290000.0,0,8.1,29,28,14,1609,3,1.8,4.0,8,3400000000
67,1392,124000.0,1,6.9,19,28,1,7081,3,1.6,4.0,12,380000000
152,1392,163000.0,1,6.7,33,7,7,8578,3,1.3,4.0,13,205000000
