title,year,mileage,transmission,fuel,body_color,body_status,body_type,volume,engine,price
ساینا، S,1402,10500.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.5,4.0,405000000
رنو، ساندرو,1396,100000.0,اتوماتیک,8.3,سفید,بدون رنگ,hatchback,1.6,4.0,860000000
جک، S3,1398,60000.0,اتوماتیک,7.6,مشکی,بدون رنگ,crossover,1.6,4.0,880000000
چری، آریزو 6,1400,91000.0,اتوماتیک,6.4,مشکی,یک لکه رنگ,passenger_car,1.5,4.0,1140000000
مزدا، 3 نیو صندوق دار,1397,118000.0,اتوماتیک,7.6,سفید,بدون رنگ,passenger_car,2.0,4.0,2090000000
ب ام و، X4,2017,8000.0,اتوماتیک,7.4,مشکی,بدون رنگ,crossover,2.0,4.0,12800000000
دنا، پلاس EF7,1400,96000.0,اتوماتیک,7.8,خاکستری,بدون رنگ,passenger_car,1.7,4.0,738000000
پژو، 206,1399,90000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,500000000
پژو، 207,1401,41000.0,اتوماتیک,7.4,مشکی,بدون رنگ,hatchback,1.6,4.0,840000000
سمند، LX,1392,340000.0,دنده ای,8.3,سفید,کاپوت رنگ,passenger_car,1.8,4.0,310000000
دانگ فنگ، H30 کراس,1396,155000.0,اتوماتیک,7.7,سفید,بدون رنگ,hatchback,1.6,4.0,590000000
پژو، 207,1401,6800.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,700000000
پراید، 111,1389,500000.0,دنده ای,6.7,سفید,دور رنگ,hatchback,1.3,4.0,178000000
کوییک، دنده ای R,1401,4000.0,دنده ای,7.0,مشکی,بدون رنگ,hatchback,1.5,4.0,372000000
فردا، T5,1402,6000.0,اتوماتیک,7.4,مشکی,بدون رنگ,crossover,1.5,4.0,1200000000
دنا، پلاس EF7,1403,3500.0,اتوماتیک,7.8,سفید,بدون رنگ,passenger_car,1.7,4.0,980000000
پژو، 405,1389,180000.0,دنده ای,9.0,مشکی,گلگیر رنگ,passenger_car,1.8,4.0,275000000
کیا، سراتو (مونتاژ),1398,140000.0,اتوماتیک,7.9,سفید,بدون رنگ,passenger_car,2.0,4.0,1800000000
تیبا، هاچ بک,1400,42000.0,دنده ای,6.9,سفید,یک لکه رنگ,hatchback,1.5,4.0,340000000
بنز، کلاس E,2014,45000.0,اتوماتیک,6.1,مشکی,بدون رنگ,passenger_car,2.0,4.0,7600000000
پژو، پارس,1399,103000.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,500000000
جک، S5,1394,108000.0,دنده ای,7.7,مشکی,یک لکه رنگ,crossover,2.0,4.0,940000000
پژو، پارس,1400,39400.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,540000000
پراید، 131,1390,425000.0,دنده ای,6.7,بژ,کامل رنگ,passenger_car,1.3,4.0,130000000
پژو، 207,1402,2000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,700000000
سوزوکی، گراند ویتارا (مونتاژ),1390,202000.0,اتوماتیک,9.7,سفید,بدون رنگ,crossover,2.4,4.0,1570000000
جک، S3,1397,148000.0,اتوماتیک,7.6,سفید,بدون رنگ,crossover,1.6,4.0,780000000
ب ام و، سری 5 سدان,2016,72000.0,اتوماتیک,6.5,مشکی,بدون رنگ,passenger_car,2.0,4.0,7900000000
پورشه، کاین,2011,91000.0,اتوماتیک,10.0,سفید,بدون رنگ,suv,3.6,6.0,8300000000
آریسان، دوگانه سوز,1397,132000.0,دنده ای,9.2,سفید,بدون رنگ,pickup,1.7,4.0,290000000
سمند، LX,1397,215000.0,دنده ای,8.3,سفید,بدون رنگ,passenger_car,1.8,4.0,380000000
هایما، S7,1401,5000.0,اتوماتیک,8.6,مشکی,بدون رنگ,crossover,1.8,4.0,1520000000
تیبا، هاچ بک,1401,30000.0,دنده ای,6.9,سفید,بدون رنگ,hatchback,1.5,4.0,370000000
میتسوبیشی، ASX,2017,170000.0,اتوماتیک,8.4,سفید صدفی,بدون رنگ,crossover,2.0,4.0,2500000000
هیوندای، سانتافه,2017,28000.0,اتوماتیک,8.5,قهوه ای,بدون رنگ,crossover,2.4,4.0,4600000000
ام وی ام، X22 PRO,1402,5250.0,دنده ای,7.1,مشکی,بدون رنگ,crossover,1.5,4.0,940000000
ریسپکت، پرایم,1401,18000.0,اتوماتیک,7.5,سفید,بدون رنگ,passenger_car,1.5,4.0,1130000000
مکث موتور، کلوت,1402,6000.0,اتوماتیک,12.6,مشکی,بدون رنگ,pickup,2.4,4.0,1690000000
رانا، LX,1392,205000.0,دنده ای,6.9,سفید,یک لکه رنگ,passenger_car,1.6,4.0,340000000
چانگان، CS 35 (مونتاژ),1397,86000.0,اتوماتیک,7.2,سفید,گلگیر رنگ,crossover,1.6,4.0,800000000
لیفان، X60,1395,207000.0,دنده ای,8.2,سفید,بدون رنگ,crossover,1.8,4.0,650000000
سیتروئن، زانتیا,1382,250000.0,دنده ای,8.7,ذغالی,چند لکه رنگ,passenger_car,1.8,4.0,237000000
رنو، تالیسمان,2018,23000.0,اتوماتیک,6.2,سفید,یک لکه رنگ,passenger_car,1.6,4.0,3500000000
پژو، 206,1382,235000.0,دنده ای,6.4,نقره ای,دور رنگ,hatchback,1.4,4.0,240000000
پژو، 206,1391,166000.0,دنده ای,6.4,سفید,چند لکه رنگ,hatchback,1.6,4.0,390000000
دنا، پلاس EF7,1400,46500.0,اتوماتیک,7.8,مشکی,بدون رنگ,passenger_car,1.7,4.0,760000000
پژو، 207,1401,14000.0,دنده ای,6.6,مشکی,یک درب رنگ,hatchback,1.6,4.0,685000000
ام وی ام، X33 S,1400,60000.0,اتوماتیک,8.5,سفید,بدون رنگ,crossover,2.0,4.0,1233400000
کیا، سراتو,2012,65000.0,اتوماتیک,6.9,نقره ای,بدون رنگ,passenger_car,1.6,4.0,1500000000
رنو، مگان (مونتاژ),1391,110500.0,اتوماتیک,7.8,سفید,بدون رنگ,passenger_car,2.0,4.0,1050000000
فولکس، تیگوان,2018,57000.0,اتوماتیک,7.7,سفید,بدون رنگ,crossover,2.0,4.0,5200000000
برلیانس، H230,1394,74000.0,دنده ای,6.4,سفید,گلگیر رنگ,passenger_car,1.5,4.0,410000000
شاهین، G اتومات,1402,20000.0,اتوماتیک,7.5,سفید,بدون رنگ,passenger_car,1.5,4.0,770000000
رنو، ساندرو,1395,160000.0,اتوماتیک,8.3,سفید,بدون رنگ,hatchback,1.6,4.0,760000000
پژو، 206 SD,1399,76000.0,دنده ای,6.6,سفید,بدون رنگ,passenger_car,1.6,4.0,550000000
کیا، سراتو (مونتاژ),1394,,اتوماتیک,7.9,مشکی,بدون رنگ,passenger_car,2.0,4.0,1460000000
جک، جی 4,1401,35000.0,اتوماتیک,6.2,مشکی,بدون رنگ,passenger_car,1.5,4.0,720000000
هیوندای، جنسیس,2012,265000.0,اتوماتیک,9.5,سفید صدفی,چند لکه رنگ,passenger_car,3.8,6.0,2170000000
مزدا، 3 نیو صندوق دار,1396,70000.0,اتوماتیک,7.6,سفید,بدون رنگ,passenger_car,2.0,4.0,2160000000
پژو، پارس,1393,161000.0,دنده ای,9.1,سفید,دو لکه رنگ,passenger_car,1.8,4.0,440000000
کیا، اسپورتیج,2016,93000.0,اتوماتیک,9.6,سفید,بدون رنگ,crossover,2.4,4.0,2870000000
پژو، پارس,1395,136000.0,دنده ای,9.1,دلفینی,بدون رنگ,passenger_car,1.8,4.0,430000000
ام وی ام، 550,1396,102000.0,اتوماتیک,6.5,سفید,گلگیر تعویض,passenger_car,2.0,4.0,550000000
پژو، 206,1390,350000.0,دنده ای,6.4,سفید,صافکاری بدون رنگ,hatchback,1.6,4.0,350000000
برلیانس، H320,1396,124000.0,اتوماتیک,6.7,قهوه ای,بدون رنگ,hatchback,1.5,4.0,700000000
ام وی ام، 110,1393,80000.0,دنده ای,3.7,سفید,چند لکه رنگ,hatchback,1.1,4.0,210000000
کوییک، دنده ای R,1400,54000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,357000000
کیا، سورنتو,2008,236000.0,اتوماتیک,11.5,سفید,دو لکه رنگ,crossover,3.3,6.0,1399000000
تویوتا، پرادو دو در,2012,96000.0,اتوماتیک,12.4,مشکی,بدون رنگ,suv,2.7,4.0,6850000000
رنو، ساندرو استپ وی,1398,10800.0,اتوماتیک,8.0,مشکی,بدون رنگ,hatchback,1.6,4.0,1320000000
سمند، LX,1397,178000.0,دنده ای,8.3,سفید,بدون رنگ,passenger_car,1.8,4.0,380000000
هیوندای، سانتافه,2016,92000.0,اتوماتیک,8.5,سفید صدفی,صافکاری بدون رنگ,crossover,2.4,4.0,3650000000
پراید، 141,1386,226000.0,دنده ای,6.7,نقره ای,چند لکه رنگ,passenger_car,1.3,4.0,155000000
لیفان، X50,1395,140000.0,دنده ای,6.3,سفید,دو لکه رنگ,crossover,1.5,4.0,420000000
تیبا، صندوق دار,1399,15000.0,دنده ای,6.9,سفید,یک لکه رنگ,passenger_car,1.5,4.0,350000000
تویوتا، پرادو دو در,2007,210000.0,اتوماتیک,12.4,سفید,چند لکه رنگ,suv,2.7,4.0,3550000000
جک، S3,1397,48300.0,اتوماتیک,7.6,مشکی,بدون رنگ,crossover,1.6,4.0,830000000
رانا، LX,1393,122000.0,دنده ای,6.9,قرمز,بدون رنگ,passenger_car,1.6,4.0,330000000
کیا، سراتو کوپ,2011,190000.0,اتوماتیک,7.8,مشکی,دو لکه رنگ,coupe,2.0,4.0,1260000000
پژو، پارس,1395,180000.0,دنده ای,9.1,خاکستری,دور رنگ,passenger_car,1.8,4.0,315000000
چانگان، CS 35 (مونتاژ),1398,55000.0,اتوماتیک,7.2,مشکی,بدون رنگ,crossover,1.6,4.0,995000000
هیوندای، سوناتا,2010,190000.0,اتوماتیک,8.7,سفید,یک لکه رنگ,passenger_car,2.4,4.0,1550000000
لیفان، X60,1393,182000.0,دنده ای,8.2,نقره ای,بدون رنگ,crossover,1.8,4.0,480000000
رنو، داستر,2016,168000.0,اتوماتیک,8.2,خاکستری,چند لکه رنگ,suv,2.0,4.0,1100000000
کیا، ریو (مونتاژ),1389,195000.0,دنده ای,7.0,نقره ای,دو درب رنگ,passenger_car,1.5,4.0,320000000
تویوتا، لندکروز چهار در,2012,135000.0,اتوماتیک,13.4,سفید,دو لکه رنگ,suv,4.0,6.0,11700000000
کارا، تک کابین,1401,85000.0,دنده ای,8.8,سفید,بدون رنگ,pickup,2.0,4.0,625000000
ام وی ام، 315هاچ بک,1395,168000.0,دنده ای,6.3,سفید,صافکاری بدون رنگ,hatchback,1.5,4.0,395000000
کوییک، دنده ای R,1399,34000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,345000000
ام وی ام، X33,1391,76600.0,دنده ای,6.9,مشکی,بدون رنگ,crossover,2.0,4.0,650000000
هیوندای، توسان,2015,157000.0,اتوماتیک,9.6,سفید,دو لکه رنگ,crossover,2.4,4.0,2220000000
تارا، اتوماتیک V2,1402,22000.0,اتوماتیک,7.3,تیتانیوم,بدون رنگ,passenger_car,1.6,4.0,805000000
سمند، LX,1400,17000.0,دنده ای,8.3,سفید,بدون رنگ,passenger_car,1.8,4.0,500000000
کوییک، دنده ای,1401,28000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,365000000
پراید، 132,1395,157000.0,دنده ای,6.4,سفید,یک لکه رنگ,passenger_car,1.3,4.0,240000000
کوییک، دنده ای S,1401,2000.0,دنده ای,7.1,سفید,بدون رنگ,hatchback,1.5,4.0,372000000
پژو، 206,1401,26000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,535000000
پژو، 206,1389,170000.0,دنده ای,6.4,خاکستری,چند لکه رنگ,hatchback,1.4,4.0,310000000
تویوتا، راوفور,2013,300000.0,اتوماتیک,8.1,سفید صدفی,چند لکه رنگ,crossover,2.5,4.0,3550000000
کوییک، دنده ای R,1399,61000.0,دنده ای,7.0,مشکی,بدون رنگ,hatchback,1.5,4.0,325000000
دنا، پلاس EF7,1401,450000.0,دنده ای,7.8,سفید,بدون رنگ,passenger_car,1.7,4.0,790000000
فونیکس، FX,1402,13000.0,اتوماتیک,7.0,مشکی,بدون رنگ,crossover,1.6,4.0,1980000000
کیا، سراتو (مونتاژ),1395,47000.0,اتوماتیک,7.9,سفید,دو درب رنگ,passenger_car,2.0,4.0,1280000000
ام وی ام، 315هاچ بک,1395,156000.0,دنده ای,6.3,سفید,یک لکه رنگ,hatchback,1.5,4.0,410000000
دانگ فنگ، H30 کراس,1397,71000.0,اتوماتیک,7.7,سفید,بدون رنگ,hatchback,1.6,4.0,700000000
سمند، LX,1396,,دنده ای,7.5,سفید,یک لکه رنگ,passenger_car,1.7,4.0,440000000
هیوندای، توسان,2008,260000.0,اتوماتیک,10.9,مشکی,یک لکه رنگ,crossover,2.7,6.0,1350000000
سمند، LX,1387,270000.0,دنده ای,7.5,سرمه ای,چند لکه رنگ,passenger_car,1.7,4.0,320000000
رنو، ساندرو استپ وی,1397,8800.0,اتوماتیک,8.0,سفید,یک لکه رنگ,hatchback,1.6,4.0,1210000000
هایما، S5,1400,21000.0,اتوماتیک,8.0,مشکی,بدون رنگ,crossover,1.5,4.0,1255000000
ولوو، XC90,2016,32000.0,اتوماتیک,7.7,نقره ای,بدون رنگ,crossover,2.0,4.0,9600000000
دنا، پلاس EF7,1402,14300.0,اتوماتیک,7.8,مشکی,بدون رنگ,passenger_car,1.7,4.0,915000000
پژو، پارس,1386,134000.0,دنده ای,9.5,خاکستری,دور رنگ,passenger_car,1.8,4.0,295000000
تویوتا، راوفور,2015,58000.0,اتوماتیک,8.1,سفید,بدون رنگ,crossover,2.5,4.0,4200000000
هیوندای، جنسیس کوپه,2011,124000.0,اتوماتیک,10.7,زرد,بدون رنگ,coupe,3.8,6.0,2300000000
پژو، 405,1398,180000.0,دنده ای,9.0,خاکستری,یک لکه رنگ,passenger_car,1.8,4.0,430000000
پژو، 207,1402,16000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,650000000
کیا، سراتو (مونتاژ),1397,59000.0,اتوماتیک,7.9,سفید,بدون رنگ,passenger_car,2.0,4.0,1630000000
مکث موتور، کلوت,1402,11000.0,اتوماتیک,12.6,مشکی,بدون رنگ,pickup,2.4,4.0,1730000000
جک، S5,1395,150000.0,اتوماتیک,7.7,سفید,یک لکه رنگ,crossover,2.0,4.0,1020000000
کیا، سراتو,2017,123000.0,اتوماتیک,7.2,سفید,بدون رنگ,passenger_car,2.0,4.0,1500000000
تیبا، هاچ بک,1399,113000.0,دنده ای,6.9,سفید,بدون رنگ,hatchback,1.5,4.0,350000000
هیوندای، آزرا (گرنجور),2008,307000.0,اتوماتیک,10.0,سفید,چند لکه رنگ,passenger_car,3.3,6.0,1150000000
کوییک، دنده ای R,1402,41300.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,373000000
پژو، 207,1402,21000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,708000000
پژو، پارس,1399,100000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,580000000
پژو، 207,1401,6000.0,اتوماتیک,7.4,سفید,بدون رنگ,hatchback,1.6,4.0,850000000
ام وی ام، 530,1393,167000.0,دنده ای,7.0,سفید,بدون رنگ,passenger_car,2.0,4.0,360000000
پژو، 206,1396,150000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.6,4.0,430000000
هیوندای، النترا,2014,83200.0,اتوماتیک,7.1,سفید,یک لکه رنگ,passenger_car,1.8,4.0,1720000000
ام وی ام، 315هاچ بک,1394,270000.0,دنده ای,6.3,سرمه ای,بدون رنگ,hatchback,1.5,4.0,410000000
مزدا، 3 نیو صندوق دار,1395,122000.0,اتوماتیک,7.6,سفید,بدون رنگ,passenger_car,2.0,4.0,1870000000
پژو، پارس,1401,80000.0,دنده ای,7.0,سفید,بدون رنگ,passenger_car,1.8,4.0,600000000
رنو، کولیوس,2018,56000.0,اتوماتیک,8.3,سفید,بدون رنگ,crossover,2.5,4.0,4200000000
هیوندای، i20 (مونتاژ),1396,130000.0,اتوماتیک,6.7,سفید,بدون رنگ,hatchback,1.4,4.0,1510000000
ام وی ام، X33,1395,103000.0,اتوماتیک,6.9,سفید,بدون رنگ,crossover,2.0,4.0,760000000
پژو، 207,1401,7000.0,دنده ای,6.6,خاکستری,بدون رنگ,hatchback,1.6,4.0,715000000
تیبا، صندوق دار,1395,,دنده ای,6.9,نقره ای,گلگیر رنگ,passenger_car,1.5,4.0,262000000
پژو، 206 SD,1393,45000.0,دنده ای,6.6,سفید,دو لکه رنگ,passenger_car,1.6,4.0,440000000
ام وی ام، X33,1392,350000.0,دنده ای,6.9,سفید,چند لکه رنگ,crossover,2.0,4.0,475000000
شاهین، G دنده ای,1401,65000.0,دنده ای,7.2,سفید,چند لکه رنگ,passenger_car,1.5,4.0,595000000
پژو، پارس,1400,34000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,680000000
تیبا، صندوق دار,1400,80000.0,دنده ای,6.9,سفید,دو لکه رنگ,passenger_car,1.5,4.0,345000000
دنا، پلاس EF7,1397,120000.0,دنده ای,7.9,نقره ای,گلگیر رنگ,passenger_car,1.7,4.0,560000000
جک، S5,1395,120000.0,دنده ای,7.7,سفید,بدون رنگ,crossover,2.0,4.0,960000000
پژو، 206 SD,1390,127000.0,اتوماتیک,7.3,سفید,بدون رنگ,passenger_car,1.6,4.0,435000000
دنا، پلاس EF7,1400,22000.0,اتوماتیک,7.8,سفید,بدون رنگ,passenger_car,1.7,4.0,830000000
کوییک، دنده ای,1400,50000.0,دنده ای,7.0,سفید,یک لکه رنگ,hatchback,1.5,4.0,393600000
پژو، 206,1398,88000.0,دنده ای,6.4,سفید,بدون رنگ,hatchback,1.4,4.0,460000000
نیسان، پاترول چهار در,1370,300000.0,دنده ای,17.0,نقره ای,چند لکه رنگ,suv,4.0,6.0,2000000000
پژو، 207,1402,5000.0,دنده ای,6.6,مشکی,بدون رنگ,hatchback,1.6,4.0,725000000
تویوتا، اریون,2009,29000.0,اتوماتیک,9.9,سفید,بدون رنگ,passenger_car,3.5,6.0,4100000000
پژو، پارس,1381,318000.0,دنده ای,9.1,نقره ای,گلگیر رنگ,passenger_car,1.8,4.0,230000000
هیوندای، توسان,2013,179000.0,اتوماتیک,9.6,سربی,دو لکه رنگ,crossover,2.4,4.0,2050000000
زوتی، آریو,1397,95000.0,اتوماتیک,7.2,سفید,بدون رنگ,passenger_car,1.6,4.0,950000000
پژو، 206 SD,1395,150000.0,دنده ای,6.6,سفید,کاپوت تعویض,passenger_car,1.6,4.0,460000000
پژو، 206 SD,1394,235000.0,دنده ای,6.6,سفید,صافکاری بدون رنگ,passenger_car,1.6,4.0,460000000
رنو، تندر 90,1390,280000.0,دنده ای,6.9,سفید,یک لکه رنگ,passenger_car,1.6,4.0,450000000
کیا، سراتو (مونتاژ),1397,70000.0,اتوماتیک,7.9,سفید,بدون رنگ,passenger_car,2.0,4.0,1710000000
تیبا، صندوق دار,1399,41000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.5,4.0,350000000
تیبا، صندوق دار,1397,55000.0,دنده ای,6.9,سفید,یک لکه رنگ,passenger_car,1.5,4.0,330000000
پژو، 206 SD,1399,81000.0,دنده ای,6.6,سفید,دو لکه رنگ,passenger_car,1.6,4.0,550000000
مزدا، 3 قدیم,1386,230000.0,اتوماتیک,8.2,سفید,بدون رنگ,passenger_car,2.0,4.0,630000000
تیبا، صندوق دار,1391,240000.0,دنده ای,6.9,مسی,صافکاری بدون رنگ,passenger_car,1.5,4.0,205000000
برلیانس، H230,1394,185000.0,اتوماتیک,6.8,سفید,دو درب رنگ,passenger_car,1.5,4.0,445000000
جک، S3,1400,24000.0,اتوماتیک,7.6,مشکی,بدون رنگ,crossover,1.6,4.0,1018000000
ام وی ام، X22 PRO,1402,3500.0,دنده ای,7.1,سفید,بدون رنگ,crossover,1.5,4.0,885000000
پژو، 2008,1397,47000.0,اتوماتیک,6.7,مشکی,بدون رنگ,crossover,1.6,4.0,1850000000
سمند، LX,1388,,دنده ای,8.3,سفید,چند لکه رنگ,passenger_car,1.8,4.0,286000000
چری، تیگو 7,1396,136000.0,اتوماتیک,6.7,سفید,بدون رنگ,crossover,1.5,4.0,1250000000
پژو، 206,1393,78000.0,دنده ای,6.4,سفید,گلگیر تعویض,hatchback,1.6,4.0,425000000
کیا، ریو (مونتاژ),1387,220000.0,دنده ای,7.0,مشکی,دور رنگ,passenger_car,1.5,4.0,248000000
سمند، LX,1388,144500.0,دنده ای,7.5,سفید,دو لکه رنگ,passenger_car,1.7,4.0,270000000
دنا، پلاس EF7,1402,11500.0,اتوماتیک,7.8,مشکی,بدون رنگ,passenger_car,1.7,4.0,885000000
سمند، LX,1394,214000.0,دنده ای,7.5,سفید,دو لکه رنگ,passenger_car,1.7,4.0,345000000
پژو، پارس,1397,250000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,590000000
پژو، پارس,1402,45000.0,دنده ای,7.0,سفید,صافکاری بدون رنگ,passenger_car,1.8,4.0,585000000
رنو، ساندرو,1397,64000.0,دنده ای,6.7,نقره ای,بدون رنگ,hatchback,1.6,4.0,840000000
رنو، ساندرو,1397,102000.0,اتوماتیک,8.3,آبی,چند لکه رنگ,hatchback,1.6,4.0,830000000
تویوتا، کمری,2007,270000.0,اتوماتیک,8.2,نقره ای,کاپوت رنگ,passenger_car,2.4,4.0,1425000000
کوییک، دنده ای S,1401,37000.0,دنده ای,7.1,سفید,بدون رنگ,hatchback,1.5,4.0,363000000
هیوندای، وراکروز,2013,130000.0,اتوماتیک,11.5,سفید,گلگیر رنگ,suv,3.8,6.0,3900000000
تیبا، صندوق دار,1393,218000.0,دنده ای,6.9,سرمه ای,بدون رنگ,passenger_car,1.5,4.0,250000000
پژو، 207,1401,46000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,730000000
تویوتا، پرادو دو در,2008,160000.0,اتوماتیک,12.4,سفید,بدون رنگ,suv,2.7,4.0,3850000000
ساینا، S,1402,2100.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.5,4.0,410000000
پژو، پارس,1396,142000.0,دنده ای,7.5,سفید,بدون رنگ,passenger_car,1.6,4.0,470000000
هیوندای، سانتافه,2015,150000.0,اتوماتیک,9.4,سفید,گلگیر رنگ,crossover,2.4,4.0,2980000000
سوزوکی، گراند ویتارا (مونتاژ),1387,300000.0,اتوماتیک,9.4,مشکی,دو لکه رنگ,crossover,2.0,4.0,1000000000
هیوندای، النترا,2014,150000.0,اتوماتیک,7.1,سفید,صافکاری بدون رنگ,passenger_car,1.8,4.0,1650000000
پژو، 206,1380,286000.0,دنده ای,6.4,نقره ای,چند لکه رنگ,hatchback,1.4,4.0,190000000
کیا، اسپورتیج,2016,24000.0,اتوماتیک,9.6,سفید,بدون رنگ,crossover,2.4,4.0,3600000000
هیوندای، سانتافه,2015,170000.0,اتوماتیک,9.4,سفید,یک لکه رنگ,crossover,2.4,4.0,2720000000
تیبا، صندوق دار,1400,59000.0,دنده ای,6.9,سفید,بدون رنگ,passenger_car,1.5,4.0,335000000
ام وی ام، X22 PRO,1402,6500.0,دنده ای,7.1,مشکی,بدون رنگ,crossover,1.5,4.0,950000000
تیبا، صندوق دار,1400,95000.0,دنده ای,6.9,سفید,دو لکه رنگ,passenger_car,1.5,4.0,320000000
تارا، اتوماتیک V2,1401,30000.0,اتوماتیک,7.3,مشکی,بدون رنگ,passenger_car,1.6,4.0,775000000
رنو، تندر 90,1392,101000.0,اتوماتیک,8.3,سفید,بدون رنگ,passenger_car,1.6,4.0,605000000
اس دبلیو ام، G01,1399,39000.0,اتوماتیک,9.6,مشکی,بدون رنگ,crossover,1.5,4.0,1300000000
پژو، 206,1396,114000.0,دنده ای,6.4,سفید,صافکاری بدون رنگ,hatchback,1.6,4.0,484000000
پژو، 207,1396,170000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,538000000
بنز، کلاس C,2014,106000.0,اتوماتیک,6.9,مشکی,دو لکه رنگ,passenger_car,1.8,4.0,5500000000
پژو، پارس,1399,91000.0,دنده ای,9.1,سفید,یک لکه رنگ,passenger_car,1.8,4.0,495000000
کوییک، دنده ای,1401,44000.0,دنده ای,7.0,سفید,بدون رنگ,hatchback,1.5,4.0,355000000
کیا، اپتیما,2014,100000.0,اتوماتیک,8.1,سفید صدفی,بدون رنگ,passenger_car,2.4,4.0,2800000000
رنو، مگان (مونتاژ),1391,225000.0,اتوماتیک,7.8,مشکی,بدون رنگ,passenger_car,2.0,4.0,890000000
پژو، 206,1383,300000.0,دنده ای,6.4,بژ,دور رنگ,hatchback,1.6,4.0,300000000
پژو، 207,1400,96000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,645000000
هیوندای، اکسنت (مونتاژ),1397,34000.0,اتوماتیک,6.4,مشکی,بدون رنگ,passenger_car,1.6,4.0,1880000000
رنو، تندر 90,1386,230000.0,دنده ای,6.9,نقره ای,دو لکه رنگ,passenger_car,1.6,4.0,265000000
پژو، 206,1399,92000.0,دنده ای,6.4,سفید,صافکاری بدون رنگ,hatchback,1.4,4.0,425000000
تیبا، هاچ بک,1398,65000.0,دنده ای,6.9,سفید,بدون رنگ,hatchback,1.5,4.0,320000000
رانا، LX,1394,151000.0,دنده ای,6.9,خاکستری,صافکاری بدون رنگ,passenger_car,1.6,4.0,375000000
تویوتا، اف جی کروز,2011,312000.0,اتوماتیک,12.4,سفید,دو لکه رنگ,suv,4.0,6.0,7500000000
پژو، 206,1381,500000.0,دنده ای,6.4,نقره ای,دور رنگ,hatchback,1.4,4.0,200000000
دانگ فنگ، H30 کراس,1398,60000.0,اتوماتیک,7.7,آبی,بدون رنگ,hatchback,1.6,4.0,660000000
رنو، کولیوس,2017,118000.0,اتوماتیک,8.3,سفید صدفی,بدون رنگ,crossover,2.5,4.0,3800000000
کوییک، دنده ای S,1401,30000.0,دنده ای,7.1,سفید,بدون رنگ,hatchback,1.5,4.0,365000000
پژو، پارس,1398,114000.0,دنده ای,9.1,سفید,بدون رنگ,passenger_car,1.8,4.0,485000000
پژو، 207,1399,22000.0,دنده ای,6.6,سفید,بدون رنگ,hatchback,1.6,4.0,615000000
مزدا، 3 نیو صندوق دار,1396,120000.0,اتوماتیک,7.6,سفید,بدون رنگ,passenger_car,2.0,4.0,1950000000
چری، تیگو 7,1401,30000.0,اتوماتیک,6.7,نوک مدادی,بدون رنگ,crossover,1.5,4.0,1510000000
پژو، 207,1389,285000.0,اتوماتیک,7.1,سفید,بدون رنگ,hatchback,1.6,4.0,510000000
میتسوبیشی، ASX,2018,100000.0,اتوماتیک,8.4,سفید,بدون رنگ,crossover,2.0,4.0,3000000000
کیا، سراتو (مونتاژ),1396,63000.0,اتوماتیک,7.9,نوک مدادی,چند لکه رنگ,passenger_car,2.0,4.0,1470000000
پژو، پارس,1401,49000.0,دنده ای,7.2,سفید,بدون رنگ,passenger_car,1.6,4.0,680000000
برلیانس، H320,1395,155000.0,اتوماتیک,6.7,قهوه ای,یک لکه رنگ,hatchback,1.5,4.0,590000000
دنا، پلاس EF7,1401,43000.0,اتوماتیک,7.8,خاکستری,بدون رنگ,passenger_car,1.7,4.0,800000000
نیسان، پاترول چهار در,1374,135000.0,دنده ای,17.0,خاکستری,چند لکه رنگ,suv,4.0,6.0,680000000
ام وی ام، X22,1397,132000.0,دنده ای,5.9,سفید,بدون رنگ,crossover,1.5,4.0,660000000
پژو، 206 SD,1388,280000.0,دنده ای,7.4,نقره ای,یک درب رنگ,passenger_car,1.6,4.0,325000000
