title,year,mileage,transmission,fuel,body_color,inside_color,body_status,description,body_type,volume,engine,acceleration,price
170,1387,300000,1,7.2,28,18,12,1629,3,1.6,4.0,11.6,
64,1401,2270,0,7.8,24,18,1,631,3,1.7,4.0,10.0,
75,1388,230000,1,6.9,17,3,14,2476,3,1.6,4.0,10.2,
184,1397,123000,0,8.2,8,3,1,2476,3,1.6,4.0,15.0,
79,1389,350000,0,7.8,17,3,4,466,3,2.0,4.0,9.4,
52,2008,230000,0,6.5,14,24,7,3096,3,1.3,4.0,14.0,
62,1396,135000,0,7.7,17,18,1,1826,2,1.6,4.0,12.5,
178,1400,42000,1,6.6,17,18,1,927,2,1.6,4.0,11.6,
176,1397,111000,1,6.4,17,18,12,555,2,1.4,4.0,14.1,
15,1397,104000,1,5.9,17,18,1,2603,1,1.5,4.0,12.0,
216,1396,96000,1,6.5,17,18,14,1722,3,1.6,4.0,10.3,
167,1389,320000,1,7.2,17,12,14,2476,3,1.6,4.0,11.6,
199,1402,7000,1,6.7,17,18,1,2278,2,1.5,4.0,11.6,
72,1400,44000,1,6.9,17,18,1,584,3,1.6,4.0,12.0,
53,1399,80000,1,6.9,17,3,1,552,3,1.5,4.0,13.0,
170,1388,176000,1,7.2,17,3,1,2476,3,1.6,4.0,11.6,
111,1401,20000,0,8.4,24,18,1,1188,5,1.5,4.0,11.6,
177,1390,311000,1,6.6,8,12,7,1023,3,1.6,4.0,11.4,
24,2014,100000,0,6.5,17,15,1,1094,3,2.0,4.0,6.2,
176,1400,55000,1,6.4,17,18,1,2476,2,1.4,4.0,14.1,
160,2018,60000,0,4.7,24,19,1,2117,3,2.0,4.0,9.3,
129,1387,300000,1,7.2,28,15,6,2783,4,1.6,4.0,11.6,
194,1399,45000,0,6.7,24,18,4,2004,1,1.5,4.0,10.2,
163,2016,170000,0,6.4,7,18,1,132,0,1.6,4.0,10.3,
215,2017,120000,0,7.2,24,18,14,1215,3,2.0,4.0,10.5,
184,1396,180000,1,9.5,17,24,8,302,3,1.8,4.0,13.8,
75,1386,130000,1,6.9,28,23,1,2651,3,1.6,4.0,10.2,
64,1400,14000,0,7.8,8,18,1,1311,3,1.7,4.0,10.0,
75,1390,264000,1,6.9,8,18,7,412,3,1.6,4.0,10.2,
160,2018,60000,0,4.7,17,15,1,2476,3,2.0,4.0,9.3,
184,1393,181000,1,9.1,17,24,4,375,3,1.8,4.0,11.0,
206,1402,7500,1,7.1,17,18,1,2372,2,1.5,4.0,13.0,
86,1391,63000,1,13.8,0,18,1,586,4,2.4,4.0,21.0,
77,1395,54000,0,8.3,28,18,1,1746,2,1.6,4.0,11.5,
218,2017,48000,0,8.8,17,16,1,2476,1,2.4,4.0,11.1,
180,1395,212000,1,9.0,28,24,1,1107,3,1.8,4.0,11.0,
64,1400,53000,1,7.9,17,15,14,1882,3,1.7,4.0,13.5,
204,1401,80000,1,7.0,17,18,1,2196,2,1.5,4.0,13.0,
216,1396,106000,0,7.9,17,18,4,1027,3,2.0,4.0,10.5,
91,1384,241000,1,8.3,28,24,1,1579,3,1.8,4.0,13.1,
121,1397,200000,0,8.7,24,18,1,2543,3,2.4,4.0,10.5,
155,2017,100000,0,8.3,8,18,7,164,1,2.0,4.0,11.8,
54,1401,39000,1,6.9,17,3,4,1898,2,1.5,4.0,13.0,
158,2015,105000,0,9.4,22,18,4,2115,1,2.4,4.0,11.6,
6,2010,125000,0,6.8,24,24,4,2476,3,1.8,4.0,10.2,
176,1401,35000,1,6.4,17,18,1,52,2,1.4,4.0,14.1,
24,2014,135000,0,6.5,17,15,1,2345,3,2.0,4.0,6.2,
95,1390,207000,0,9.7,17,18,2,2027,1,2.4,4.0,12.0,
190,1399,24000,0,6.9,24,18,1,2912,3,1.5,4.0,9.8,
71,1392,319000,1,6.9,24,18,5,2476,3,1.6,4.0,12.0,
114,1402,7000,0,8.1,24,18,1,502,1,1.5,4.0,11.9,
170,1384,50000,1,7.2,17,3,5,1759,3,1.6,4.0,11.6,
205,1401,12000,1,7.0,17,3,1,2476,2,1.5,4.0,13.0,
130,1402,15000,0,12.6,24,18,1,1131,4,2.4,4.0,11.6,
77,1398,8700,0,8.3,17,3,1,1288,2,1.6,4.0,11.5,
176,1395,174000,1,6.4,17,8,8,2476,2,1.6,4.0,11.6,
76,2017,200000,0,8.2,17,18,1,2476,5,2.0,4.0,10.4,
91,1393,168000,1,8.3,17,18,1,2156,3,1.8,4.0,13.1,
158,2017,29000,0,8.5,8,18,1,2336,1,2.4,4.0,11.6,
83,2016,109800,0,5.9,24,18,7,3127,1,1.2,4.0,10.9,
212,2014,93100,0,8.1,24,18,1,2188,3,2.4,4.0,10.0,
212,2014,147000,0,8.1,17,18,1,2302,3,2.4,4.0,10.0,
178,1401,29000,0,7.4,17,3,1,2476,2,1.6,4.0,12.6,
184,1394,151000,1,9.1,29,24,6,410,3,1.8,4.0,11.0,
27,1399,60000,1,6.3,24,18,14,1248,2,1.65,4.0,12.1,
18,1395,142000,0,8.5,22,18,1,1838,1,2.0,4.0,13.4,
89,1396,149000,1,7.0,17,23,1,354,3,1.5,4.0,12.8,
184,1398,101000,1,9.1,17,24,1,113,3,1.8,4.0,11.0,
158,2016,100000,0,8.5,24,18,1,2042,1,2.4,4.0,11.6,
146,1400,10000,0,8.6,24,18,1,2476,1,1.8,4.0,10.5,
175,1397,44000,0,6.7,17,18,1,2214,1,1.6,4.0,8.2,
154,1397,6400,0,6.4,28,18,1,1487,3,1.6,4.0,11.4,
197,1402,35000,1,7.2,17,18,1,2476,4,1.6,4.0,11.6,
91,1394,210000,1,7.5,17,24,1,2476,3,1.7,4.0,12.0,
91,1398,126000,1,8.3,17,24,1,3091,3,1.8,4.0,13.1,
184,1389,212000,1,9.1,29,18,1,1599,3,1.8,4.0,11.0,
146,1402,6000,0,8.6,17,18,1,2519,1,1.8,4.0,10.5,
180,1394,319000,1,9.0,8,24,7,2476,3,1.8,4.0,11.0,
184,1395,120000,1,9.1,17,3,12,2501,3,1.8,4.0,11.0,
197,1396,96000,1,7.2,24,18,6,26,4,1.6,4.0,11.6,
62,1398,30000,0,7.7,24,3,1,1155,2,1.6,4.0,12.5,
78,1397,45000,0,8.0,24,3,1,1223,2,1.6,4.0,11.5,
153,2015,123000,0,7.2,24,18,1,310,3,1.6,4.0,11.6,
184,1394,215000,1,9.1,17,24,7,2476,3,1.8,4.0,11.0,
178,1402,5000,1,6.6,17,18,1,2455,2,1.6,4.0,11.6,
90,1402,5000,1,6.9,17,18,1,3116,3,1.5,4.0,12.8,
54,1397,125000,1,6.9,17,12,1,994,2,1.5,4.0,13.0,
205,1401,86000,1,7.0,24,18,6,2476,2,1.5,4.0,13.0,
109,1402,18000,0,7.0,8,18,1,2292,1,1.6,4.0,8.0,
76,2015,230000,0,7.2,16,18,13,1909,5,1.6,4.0,11.6,
180,1383,380000,1,9.0,17,24,1,2476,3,1.8,4.0,11.0,
176,1397,130000,1,6.4,17,18,4,1446,2,1.4,4.0,14.1,
216,1397,22000,0,7.9,17,18,1,2476,3,2.0,4.0,10.5,
57,1401,29500,0,6.2,17,18,1,1143,3,1.5,4.0,11.0,
188,1397,150000,0,7.2,17,18,14,2716,1,1.6,4.0,15.0,
154,1397,8000,0,6.4,17,18,1,880,3,1.6,4.0,11.4,
166,1398,63000,1,6.4,17,18,1,1634,3,1.3,4.0,13.4,
216,1397,3300,0,7.9,17,18,1,2395,3,2.0,4.0,10.5,
28,1396,118240,0,6.7,17,24,7,2734,3,1.5,4.0,14.0,
26,1396,200000,1,6.4,17,18,7,254,3,1.5,4.0,11.6,
207,1402,22000,0,7.2,24,18,1,3062,3,1.5,4.0,11.6,
170,1385,400000,1,7.2,0,18,5,1766,3,1.6,4.0,11.6,
32,2003,200000,0,7.2,28,24,8,2538,3,1.6,4.0,11.6,
212,2013,198000,0,8.1,24,18,1,2476,3,2.4,4.0,10.0,
176,1396,60000,1,6.4,32,18,6,1668,2,1.4,4.0,14.1,
75,1397,73000,0,8.3,17,18,1,1840,3,1.6,4.0,11.7,
194,1402,13000,0,6.7,24,18,1,2575,1,1.5,4.0,10.2,
100,1402,18000,1,7.2,17,18,1,867,3,1.5,4.0,13.2,
193,1400,71000,0,9.0,24,16,12,2576,1,2.0,4.0,12.8,
176,1389,140000,1,6.4,17,23,14,461,2,1.4,4.0,14.1,
64,1401,31000,0,7.8,24,18,1,506,3,1.7,4.0,10.0,
111,1402,15000,0,8.4,24,18,1,441,5,1.5,4.0,11.6,
140,1388,251000,0,10.7,17,24,4,2876,3,3.0,6.0,9.6,
150,2011,197000,0,9.9,24,18,4,383,3,3.3,6.0,7.9,
184,1400,30000,1,9.1,8,24,1,351,3,1.8,4.0,11.0,
100,1402,13000,1,7.2,17,9,1,570,3,1.5,4.0,13.2,
175,1396,43000,0,6.7,17,18,1,2476,1,1.6,4.0,8.2,
62,1397,146000,0,7.7,8,18,1,105,2,1.6,4.0,12.5,
62,1396,14000,0,7.7,8,18,14,3065,2,1.6,4.0,12.5,
186,1393,300000,1,9.0,17,18,7,2648,4,1.7,4.0,12.7,
115,1402,21000,0,7.2,7,18,1,3021,5,1.5,4.0,9.5,
176,1400,67000,1,6.4,17,18,1,2476,2,1.4,4.0,14.1,
209,1402,7500,1,7.2,24,18,1,2625,4,2.0,4.0,11.6,
126,1397,110000,0,7.6,17,18,1,2220,3,2.0,4.0,9.2,
146,1396,89000,0,9.7,17,18,1,2001,1,1.8,4.0,10.5,
196,1400,63000,1,8.1,27,18,1,2394,4,2.0,4.0,14.5,
184,1386,200000,1,9.1,8,3,8,1017,3,1.8,4.0,11.0,
82,2017,71000,0,8.3,18,18,1,1501,1,2.5,4.0,9.8,
176,1390,209000,1,6.4,21,18,7,2548,2,1.4,4.0,14.1,
54,1399,30000,1,6.9,17,23,6,2476,2,1.5,4.0,13.0,
176,1395,250000,1,6.4,17,18,7,1901,2,1.6,4.0,11.6,
64,1402,10000,0,8.1,17,18,1,2053,3,1.7,4.0,10.5,
195,1395,220000,1,10.6,0,23,1,1329,4,1.7,4.0,14.8,
100,1400,51000,1,7.2,29,18,1,2655,3,1.5,4.0,13.2,
75,1396,61000,0,8.3,17,18,1,1084,3,1.6,4.0,11.7,
189,1395,190000,0,6.0,17,18,10,2428,3,1.5,4.0,11.8,
75,1390,191000,1,6.9,24,3,11,2476,3,1.6,4.0,10.2,
170,1383,288000,1,7.2,33,18,6,1342,3,1.6,4.0,11.6,
55,1398,50000,0,7.6,17,18,9,1546,1,1.6,4.0,10.8,
19,1402,4000,1,7.2,24,18,1,2549,1,1.6,4.0,11.6,
178,1401,48000,1,6.6,17,18,1,2192,2,1.6,4.0,11.6,
87,1397,48000,0,7.2,17,18,1,2476,3,1.6,4.0,11.5,
166,1396,123900,1,6.4,17,18,4,1772,3,1.3,4.0,13.4,
63,1399,42000,1,7.7,17,18,1,1992,3,1.7,4.0,13.5,
176,1389,137000,1,6.4,8,18,6,2710,2,1.4,4.0,14.1,
115,1402,4000,0,7.2,24,18,1,2476,5,1.5,4.0,9.5,
38,1401,23000,1,7.1,24,18,1,2476,3,1.6,4.0,12.5,
99,1403,2700,0,7.5,17,18,1,985,3,1.5,4.0,11.6,
25,1396,63000,0,6.8,17,18,1,1530,2,1.5,4.0,12.3,
56,1402,19000,0,7.2,17,11,1,1573,1,1.5,4.0,11.6,
70,1392,134000,1,6.9,17,3,1,1480,3,1.6,4.0,12.0,
176,1381,275000,1,6.4,17,18,5,429,2,1.4,4.0,14.1,
167,1398,86000,1,6.4,17,23,1,79,3,1.3,4.0,13.4,
81,1395,112000,1,6.8,17,3,14,663,3,1.6,4.0,10.2,
36,1402,6000,0,7.3,8,18,1,2476,3,1.6,4.0,13.0,
89,1398,58000,1,7.0,17,18,1,1606,3,1.5,4.0,12.8,
209,1402,24000,1,7.2,24,18,1,3026,4,2.0,4.0,11.6,
180,1390,160000,1,7.2,29,24,1,2777,3,1.6,4.0,11.6,
218,2017,88000,0,8.8,17,16,1,2554,1,2.4,4.0,11.1,
75,1397,125000,1,6.9,17,12,1,483,3,1.6,4.0,10.2,
175,1398,42000,0,6.7,17,18,6,2885,1,1.6,4.0,8.2,
188,1398,38000,0,7.2,17,18,1,2476,1,1.6,4.0,15.0,
62,1396,196000,0,7.7,24,3,1,1661,2,1.6,4.0,12.5,
199,1402,6000,1,6.7,24,18,1,2476,2,1.5,4.0,11.6,
102,1401,13500,0,7.4,24,18,1,1214,1,1.5,4.0,11.8,
58,1396,86000,0,7.6,24,18,1,2476,3,1.8,4.0,10.5,
13,1393,140000,1,7.0,17,24,2,2476,3,2.0,4.0,12.5,
155,2013,151000,0,9.6,24,16,13,2515,1,2.4,4.0,10.4,
43,2017,75000,0,8.1,18,11,1,2079,1,2.5,4.0,9.7,
94,1402,6000,1,7.3,17,18,1,896,3,1.7,4.0,12.0,
152,2013,220000,0,7.1,18,24,4,1211,3,1.8,4.0,10.5,
184,1384,300000,1,9.1,8,18,4,1266,3,1.8,4.0,11.0,
71,1393,210000,1,6.9,28,18,1,2712,3,1.6,4.0,12.0,
159,2015,170000,0,8.0,17,18,2,2058,3,2.4,4.0,9.5,
184,1389,420000,1,9.1,17,24,7,2721,3,1.8,4.0,11.0,
165,1395,210000,1,6.4,29,3,12,1551,2,1.3,4.0,13.4,
184,1393,132000,1,9.1,17,24,1,1127,3,1.8,4.0,11.0,
167,1398,125000,1,6.4,17,23,1,2476,3,1.3,4.0,13.4,
206,1400,50000,1,7.1,17,3,1,2357,2,1.5,4.0,13.0,
211,2014,180000,0,9.6,17,18,1,1394,1,2.4,4.0,10.4,
78,1396,69000,0,8.0,17,18,14,2476,2,1.6,4.0,11.5,
184,1396,176000,1,9.1,17,18,1,1456,3,1.8,4.0,11.0,
169,1401,44000,1,6.6,17,18,1,703,4,1.3,4.0,13.4,
145,1397,32000,0,8.0,8,16,1,2989,1,1.5,4.0,9.0,
75,1393,250000,1,6.9,29,12,1,1175,3,1.6,4.0,10.2,
100,1400,88000,1,7.2,17,18,1,258,3,1.5,4.0,13.2,
91,1396,338510,1,7.5,17,4,7,1367,3,1.7,4.0,12.0,
9,1394,140000,1,3.7,14,18,7,2819,2,1.1,4.0,13.0,
176,1401,33000,1,6.4,17,18,7,1145,2,1.4,4.0,14.1,
81,1395,198000,1,6.8,17,23,14,2351,3,1.6,4.0,10.2,
180,1386,389000,1,7.2,28,24,7,2476,3,1.6,4.0,11.6,
64,1402,10000,1,7.9,17,18,1,1955,3,1.7,4.0,13.5,
100,1402,28000,1,7.2,17,18,1,573,3,1.5,4.0,13.2,
211,2010,245000,0,7.2,21,24,7,2846,1,1.6,4.0,11.6,
204,1401,27000,1,7.0,17,23,1,384,2,1.5,4.0,13.0,
20,1401,16000,0,7.2,17,18,1,2476,5,1.5,4.0,11.6,
170,1381,340000,1,7.2,17,3,5,2476,3,1.6,4.0,11.6,
158,2008,206000,0,10.4,8,18,14,992,1,2.7,6.0,11.3,
100,1402,15000,1,7.2,17,18,1,2476,3,1.5,4.0,13.2,
155,2017,99000,0,8.3,24,18,1,2080,1,2.0,4.0,11.8,
91,1392,294000,1,8.3,17,24,5,1787,3,1.8,4.0,13.1,
14,1396,98000,0,6.5,17,24,6,84,3,2.0,4.0,11.5,
206,1401,10000,1,7.1,17,18,1,1747,2,1.5,4.0,13.0,
188,1397,103000,0,7.2,17,18,1,15,1,1.6,4.0,15.0,
77,1395,143000,0,8.3,28,18,4,106,2,1.6,4.0,11.5,
64,1402,30000,0,7.8,17,18,9,1317,3,1.7,4.0,10.0,
176,1392,140000,1,6.4,17,3,5,1765,2,1.6,4.0,11.6,
53,1397,147000,1,7.2,17,3,1,2476,3,1.6,4.0,11.6,
39,1403,6200,1,7.1,8,18,1,2476,3,1.6,4.0,12.5,
158,2017,4000,0,8.5,17,18,1,1739,1,2.4,4.0,11.6,
150,2008,271000,0,10.0,18,24,6,2081,3,3.3,6.0,8.2,
191,1402,11000,0,6.9,17,18,1,131,3,1.5,4.0,10.1,
193,1396,102000,0,9.0,24,18,1,517,1,2.0,4.0,12.0,
180,1396,52000,1,7.2,11,24,1,547,3,1.6,4.0,11.6,
100,1402,51000,1,7.2,17,18,1,1605,3,1.5,4.0,13.2,
206,1402,19000,1,7.1,17,18,1,34,2,1.5,4.0,13.0,
176,1398,65000,1,6.4,17,18,1,2315,2,1.4,4.0,14.1,
176,1389,318000,1,6.4,8,18,9,2229,2,1.6,4.0,11.6,
184,1395,112000,1,9.1,17,15,1,1736,3,1.8,4.0,11.0,
159,2012,180000,0,8.1,24,24,4,1080,3,2.4,4.0,10.0,
16,1402,7800,0,7.2,24,18,1,2160,1,1.0,3.0,11.6,
128,1393,114000,1,7.2,17,18,1,1872,4,1.6,4.0,11.6,
216,1398,21800,0,7.9,17,18,1,1099,3,2.0,4.0,10.5,
91,1392,178000,1,8.3,17,24,1,1556,3,1.8,4.0,13.1,
53,1400,75000,1,6.9,17,3,1,1929,3,1.5,4.0,13.0,
159,2017,170000,0,8.0,17,18,4,1275,3,2.4,4.0,9.5,
176,1392,197000,1,6.4,8,18,1,508,2,1.6,4.0,11.6,
98,1383,330000,1,7.0,29,18,7,1905,3,2.0,4.0,9.5,
53,1400,28100,1,6.9,17,3,1,2991,3,1.5,4.0,13.0,
152,2015,77000,0,7.1,17,19,1,231,3,1.8,4.0,10.5,
24,2013,189000,0,6.5,29,16,1,1281,3,2.0,4.0,6.2,
158,2015,135000,0,9.4,24,18,1,1449,1,2.4,4.0,11.6,
86,1402,3500,1,13.8,0,0,1,2392,4,2.4,4.0,21.0,
121,1396,83000,0,8.7,22,18,1,2163,3,2.4,4.0,10.5,
126,1389,245000,0,7.6,24,18,13,1010,3,2.0,4.0,9.2,
178,1401,10500,0,7.4,17,23,1,352,2,1.6,4.0,12.6,
36,1402,2300,0,7.3,28,18,1,111,3,1.6,4.0,13.0,
166,1391,380000,1,6.4,17,22,12,216,3,1.3,4.0,13.4,
180,1394,260000,1,9.0,29,24,7,2834,3,1.8,4.0,11.0,
159,2009,280000,0,8.7,1,24,14,1939,3,2.4,4.0,9.0,
126,1389,303000,0,7.6,17,18,14,848,3,2.0,4.0,9.2,
73,1401,40000,1,6.8,17,18,0,309,3,1.6,4.0,12.0,
176,1390,120200,0,7.1,17,22,5,2879,2,1.6,4.0,13.4,
178,1398,50000,0,7.1,24,18,1,1451,2,1.6,4.0,12.6,
89,1400,62000,1,7.0,17,18,1,182,3,1.5,4.0,12.8,
60,2014,165000,0,7.7,22,3,1,1476,3,1.8,4.0,12.8,
95,1390,260000,0,9.7,0,18,1,2869,1,2.4,4.0,12.0,
27,1397,93000,0,6.5,24,18,1,247,2,1.65,4.0,13.1,
109,1402,3700,0,7.0,8,18,1,2375,1,1.6,4.0,8.0,
30,1401,23000,0,7.2,17,18,1,119,3,1.6,4.0,11.6,
90,1401,40000,1,6.9,17,3,1,344,3,1.5,4.0,12.8,
166,1395,270000,1,6.4,17,21,7,2476,3,1.3,4.0,13.4,
91,1396,115000,1,7.5,8,15,1,2973,3,1.7,4.0,12.0,
220,2015,76000,0,5.6,17,18,1,1197,2,1.2,4.0,13.5,
79,1390,139000,0,7.8,24,24,7,2457,3,2.0,4.0,9.4,
186,1390,230000,1,9.0,17,18,9,1138,4,1.7,4.0,12.7,
63,1394,166000,1,7.7,24,18,7,2544,3,1.7,4.0,13.5,
176,1399,56000,1,6.4,17,18,1,2287,2,1.6,4.0,11.6,
178,1400,67000,0,7.1,24,18,12,2476,2,1.6,4.0,12.6,
71,1394,158000,1,6.9,17,18,1,1022,3,1.6,4.0,12.0,
95,1392,352000,0,9.7,17,18,12,3100,1,2.4,4.0,12.0,
55,1400,42000,0,7.6,24,18,1,1418,1,1.6,4.0,10.8,
30,1397,107000,0,6.7,15,18,4,1408,3,1.6,4.0,12.6,
36,1401,25000,0,7.3,24,3,1,41,3,1.6,4.0,13.0,
56,1395,113000,0,7.7,17,18,4,2454,1,2.0,4.0,11.7,
178,1400,33000,0,7.1,17,18,1,2148,2,1.6,4.0,12.6,
171,1383,200000,1,7.2,17,18,1,1559,2,1.6,4.0,11.6,
17,1392,340000,1,6.9,17,4,14,2753,1,2.0,4.0,12.0,
180,1399,55000,1,7.5,17,1,9,1439,3,1.6,4.0,13.2,
176,1397,28000,1,6.4,21,18,1,1430,2,1.6,4.0,11.6,
64,1401,17900,0,7.8,8,18,1,1297,3,1.7,4.0,10.0,
9,1394,113000,1,3.7,17,24,1,1543,2,1.1,4.0,13.0,
129,1395,190000,1,7.2,17,15,6,1776,4,1.6,4.0,11.6,
82,2018,75000,0,8.3,2,18,1,5,1,2.5,4.0,9.8,
172,2007,390000,1,7.2,0,12,8,3089,3,1.6,4.0,11.6,
27,1397,110000,0,6.5,17,18,1,172,2,1.65,4.0,13.1,
176,1399,12000,1,6.4,17,18,1,1813,2,1.4,4.0,14.1,
38,1401,39000,1,7.1,8,18,1,1802,3,1.6,4.0,12.5,
193,1395,152000,0,9.0,17,18,1,2643,1,2.0,4.0,12.8,
50,2007,280000,1,8.2,17,24,7,3104,3,2.4,4.0,10.5,
55,1397,62000,0,7.6,24,18,1,2476,1,1.6,4.0,10.8,
176,1400,52000,1,6.4,8,18,1,7,2,1.4,4.0,14.1,
78,1397,5700,0,8.0,17,23,1,1320,2,1.6,4.0,11.5,
164,1390,80000,1,7.2,11,14,1,2433,5,1.6,4.0,11.6,
16,1402,12000,0,7.2,24,18,1,2262,1,1.0,3.0,11.6,
178,1403,1800,1,6.6,17,18,1,146,2,1.6,4.0,11.6,
90,1402,9500,1,6.9,17,18,1,33,3,1.5,4.0,12.8,
45,2016,90000,0,11.2,17,18,1,2185,4,2.7,4.0,12.0,
216,1394,158000,0,7.9,8,3,9,456,3,2.0,4.0,10.5,
211,2015,134000,0,9.6,17,18,1,2476,1,2.4,4.0,10.4,
177,1399,123000,1,6.6,17,18,1,2476,3,1.6,4.0,11.4,
114,1402,10000,0,8.1,24,18,1,3112,1,1.5,4.0,11.9,
113,1403,1700,0,7.9,24,15,1,1164,5,2.0,4.0,8.1,
98,1389,245000,1,7.0,17,18,7,2933,3,2.0,4.0,9.5,
184,1399,80000,1,7.5,17,3,1,1696,3,1.6,4.0,13.2,
75,1395,199000,0,8.3,17,7,7,1076,3,1.6,4.0,11.7,
159,2009,203000,0,8.7,8,18,5,261,3,2.4,4.0,9.0,
67,1383,370000,1,6.3,6,18,12,2476,3,1.5,4.0,12.5,
58,1394,169000,0,7.6,17,18,1,649,3,1.8,4.0,10.5,
12,1396,110000,1,6.3,17,3,3,2553,2,1.5,4.0,11.8,
176,1398,57000,1,6.4,17,3,1,1724,2,1.6,4.0,11.6,
155,2017,30000,0,8.3,24,18,1,2105,1,2.0,4.0,11.8,
16,1402,2100,0,7.2,24,18,1,1639,1,1.0,3.0,11.6,
177,1396,168000,1,6.6,24,18,1,1916,3,1.6,4.0,11.4,
139,1388,200000,1,13.0,24,3,1,314,5,2.4,4.0,15.2,
63,1400,45000,1,7.7,8,18,1,2476,3,1.7,4.0,13.5,
58,1394,224000,1,6.6,17,18,6,2762,3,1.5,4.0,10.0,
180,1392,227000,1,7.2,28,24,12,666,3,1.6,4.0,11.6,
165,1398,92000,1,6.4,17,3,1,230,2,1.3,4.0,13.4,
74,2017,93000,0,6.2,17,18,1,2043,3,1.6,4.0,7.7,
178,1400,40000,1,6.6,17,18,1,1424,2,1.6,4.0,11.6,
158,2016,60000,0,8.5,17,18,1,2083,1,2.4,4.0,11.6,
94,1395,224000,1,7.3,17,18,1,598,3,1.7,4.0,10.0,
178,1400,68000,0,7.1,8,18,1,1864,2,1.6,4.0,12.6,
178,1402,20000,0,7.4,24,23,1,2923,2,1.6,4.0,12.6,
90,1402,50000,1,6.9,17,3,1,844,3,1.5,4.0,12.8,
180,1396,37784,1,7.5,17,1,1,1675,3,1.6,4.0,13.2,
77,1397,17000,0,8.3,17,18,1,2476,2,1.6,4.0,11.5,
55,1401,12580,0,7.6,24,18,1,2476,1,1.6,4.0,10.8,
67,1380,165000,1,6.3,6,3,14,1483,3,1.5,4.0,12.5,
176,1384,259000,0,7.1,28,18,7,1768,2,1.6,4.0,13.4,
178,1390,200000,0,7.1,28,18,14,2476,2,1.6,4.0,11.4,
18,1397,70000,0,8.5,17,18,14,2823,1,2.0,4.0,13.4,
28,1397,94000,0,6.5,17,18,1,673,3,1.65,4.0,13.5,
177,1393,170000,1,6.6,17,18,6,2671,3,1.6,4.0,11.4,
84,1401,2600,0,7.5,24,18,1,2884,3,1.5,4.0,10.5,
193,1400,59000,0,9.0,17,15,1,2634,1,2.0,4.0,12.8,
188,1397,89000,0,7.2,17,18,1,6,1,1.6,4.0,15.0,
176,1389,196700,0,7.1,17,18,5,1419,2,1.6,4.0,13.4,
78,1395,170000,0,8.0,24,18,13,2476,2,1.6,4.0,11.5,
176,1382,370000,1,6.4,28,18,5,1108,2,1.4,4.0,14.1,
57,1402,14000,0,6.2,24,18,1,2919,3,1.5,4.0,11.0,
92,1391,242000,1,8.7,17,15,2,3074,3,1.8,4.0,14.5,
16,1402,889,1,7.1,24,20,1,1850,1,1.5,4.0,11.6,
82,2017,85000,0,8.3,17,19,1,2940,1,2.5,4.0,9.8,
84,1401,1000,0,7.5,17,18,1,2663,3,1.5,4.0,10.5,
216,1397,137000,0,7.9,10,18,4,591,3,2.0,4.0,10.5,
199,1402,17000,1,6.7,17,18,1,942,2,1.5,4.0,11.6,
210,1402,11000,0,7.2,17,18,1,178,5,1.5,4.0,11.6,
53,1399,5000,1,6.9,17,18,1,1619,3,1.5,4.0,13.0,
126,1396,14000,0,7.6,17,18,1,1176,3,2.0,4.0,9.2,
91,1395,186000,1,7.5,17,15,4,2476,3,1.7,4.0,12.0,
176,1396,159000,1,6.4,8,18,4,3056,2,1.4,4.0,14.1,
152,2017,48000,0,7.5,17,18,1,2104,3,2.0,4.0,9.6,
176,1399,90000,1,6.4,17,18,1,2424,2,1.6,4.0,11.6,
91,1390,400000,1,7.5,17,15,14,1652,3,1.7,4.0,12.0,
170,1389,280000,1,7.2,28,12,5,1849,3,1.6,4.0,11.6,
98,1383,307958,1,7.0,28,18,5,1542,3,2.0,4.0,9.5,
15,1397,95000,1,5.9,17,16,1,265,1,1.5,4.0,12.0,
63,1400,63000,1,7.7,17,18,1,741,3,1.7,4.0,13.5,
71,1396,84000,1,6.9,17,18,6,2210,3,1.6,4.0,12.0,
28,1397,36000,0,6.5,17,18,1,1152,3,1.65,4.0,13.5,
184,1385,307000,1,9.1,28,18,1,3115,3,1.8,4.0,11.0,
11,1391,220000,1,6.3,17,24,1,1179,3,1.5,4.0,11.8,
188,1397,51500,0,7.2,17,18,1,2660,1,1.6,4.0,15.0,
176,1399,120000,1,6.4,17,18,11,601,2,1.4,4.0,14.1,
176,1399,70000,1,6.4,17,18,1,2896,2,1.6,4.0,11.6,
176,1385,260000,0,7.1,28,18,7,1833,2,1.6,4.0,13.4,
68,1402,35000,0,7.3,17,18,1,2476,1,1.5,4.0,13.0,
142,1389,295000,1,13.0,17,3,7,2813,4,2.4,4.0,13.5,
199,1402,13000,1,6.7,17,18,1,2476,2,1.5,4.0,11.6,
216,1395,160000,0,7.9,17,18,1,2509,3,2.0,4.0,10.5,
64,1397,100000,1,7.9,17,18,10,855,3,1.7,4.0,13.5,
170,1383,260000,1,7.2,17,3,6,2798,3,1.6,4.0,11.6,
21,2014,80000,0,6.6,17,14,1,2306,1,2.0,4.0,6.5,
118,2016,97000,0,5.2,9,3,1,417,1,2.5,4.0,9.2,
201,1402,3500,0,7.8,17,18,1,525,3,1.5,4.0,11.6,
64,1401,25000,0,7.8,24,3,1,2698,3,1.7,4.0,10.0,
177,1390,240000,0,7.3,17,18,13,2506,3,1.6,4.0,12.6,
